NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=2.445536	NIST=2.458289	NIST=2.458289	NIST=2.458289
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.211932	NIST=1.334837	NIST=1.334837	NIST=1.334837
NIST=0.000000	NIST=0.960237	NIST=1.045438	NIST=1.092918	NIST=1.097091
NIST=0.000000	NIST=1.180027	NIST=1.182259	NIST=1.182259	NIST=1.182259
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.249348	NIST=0.249348	NIST=0.249348	NIST=0.249348
NIST=0.000000	NIST=0.931197	NIST=0.931197	NIST=0.931197	NIST=0.931197
NIST=0.000000	NIST=0.086888	NIST=0.086888	NIST=0.086888	NIST=0.086888
NIST=0.000000	NIST=1.466660	NIST=1.543179	NIST=1.543179	NIST=1.543179
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=2.108446	NIST=2.600660	NIST=3.161135	NIST=3.161135
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.863949	NIST=0.930527	NIST=0.930527	NIST=0.930527
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.579178	NIST=0.579178	NIST=0.579178	NIST=0.579178
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.370448	NIST=1.370448	NIST=1.370448	NIST=1.370448
NIST=0.000000	NIST=0.465599	NIST=0.465599	NIST=0.465599	NIST=0.465599
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=4.211535	NIST=4.466134	NIST=4.466134	NIST=4.466134
NIST=0.000000	NIST=1.994697	NIST=1.994697	NIST=1.994697	NIST=1.994697
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.114754	NIST=1.230683	NIST=1.230683	NIST=1.230683
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.579860	NIST=2.100569	NIST=2.468225	NIST=3.009804
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.231411	NIST=0.231411	NIST=0.231411	NIST=0.231411
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=2.048684	NIST=2.196853	NIST=2.357085	NIST=2.409936
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.922389	NIST=0.922389	NIST=0.922389	NIST=0.922389
NIST=0.000000	NIST=0.038848	NIST=0.038848	NIST=0.038848	NIST=0.038848
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.909755	NIST=0.912273	NIST=0.912273	NIST=0.912273
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.675708	NIST=0.675708	NIST=0.675708	NIST=0.675708
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.159797	NIST=1.188607	NIST=1.188607	NIST=1.188607
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.721223	NIST=0.721223	NIST=0.721223	NIST=0.721223
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=2.885232	NIST=3.021397	NIST=3.030604	NIST=3.030604
NIST=0.000000	NIST=1.964485	NIST=2.228985	NIST=2.379959	NIST=2.383022
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=3.373514	NIST=4.234888	NIST=5.355837	NIST=5.355837
NIST=0.000000	NIST=3.857110	NIST=4.422137	NIST=5.107758	NIST=5.107758
NIST=0.000000	NIST=0.810849	NIST=0.810849	NIST=0.810849	NIST=0.810849
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.581708	NIST=1.742112	NIST=1.742112	NIST=1.742112
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.506781	NIST=0.506781	NIST=0.506781	NIST=0.506781
NIST=0.000000	NIST=0.009285	NIST=0.009285	NIST=0.009285	NIST=0.009285
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.432397	NIST=0.444145	NIST=0.444145	NIST=0.444145
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.523538	NIST=0.531215	NIST=0.531215	NIST=0.531215
NIST=0.000000	NIST=1.237924	NIST=1.237924	NIST=1.237924	NIST=1.237924
NIST=0.000000	NIST=0.579178	NIST=0.579178	NIST=0.579178	NIST=0.579178
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=1.411072	NIST=1.530313	NIST=1.592332	NIST=1.597238
NIST=0.000000	NIST=0.810849	NIST=0.810849	NIST=0.810849	NIST=0.810849
NIST=0.000000	NIST=0.340867	NIST=0.379483	NIST=0.402954	NIST=0.402954
NIST=0.000000	NIST=3.404883	NIST=3.404883	NIST=3.404883	NIST=3.404883
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000	NIST=0.000000
NIST=0.000000	NIST=0.761212	NIST=0.761212	NIST=0.761212	NIST=0.761212
